STT,Mã Tỉnh/TP,Tên Tỉnh/TP,Mã Quận/Huyện,Tên Quận/Huyện,Mã Trường,Tên Trường,Địa Chỉ,Khu Vực,Trường DTNT
150,01,Hà Nội,09,Quận Long Biên,616,CĐ nghề Long Biên,"2/765 đường Nguyễn Văn Linh, Phường Sài Đồng, Quận Long Biên, TP Hà Nội",KV3,
151,01,Hà Nội,10,Quận Bắc Từ Liêm,061,THPT Nguyễn Thị Minh Khai,"Đường Võ Quý Huân, phường Phúc Diễn, quận Bắc Từ Liêm, TP Hà Nội",KV3,
152,01,Hà Nội,10,Quận Bắc Từ Liêm,090,THPT Thượng Cát,"Đường Sùng Khang, phường Thượng Cát, quận Bắc Từ Liêm, TP Hà Nội",KV3,
153,01,Hà Nội,10,Quận Bắc Từ Liêm,113,THPT Xuân Đỉnh,"Số 178, đường Xuân Đỉnh, phường Xuân Đỉnh, quận Bắc Từ Liêm, TP Hà Nội",KV3,
154,01,Hà Nội,10,Quận Bắc Từ Liêm,154,THPT Khoa học Giáo dục (trước 01/2025)5),"Phố Kiều Mai, phường Phúc Diễn, quận Bắc Từ Liêm, TP Hà Nội",KV3,
155,01,Hà Nội,10,Quận Bắc Từ Liêm,212,THPT Đoàn Thị Điểm,"Khu ĐT Bắc Cổ Nhuế, phường Cổ Nhuế 2, quận Bắc Từ Liêm, TP Hà Nội",KV3,
156,01,Hà Nội,10,Quận Bắc Từ Liêm,220,THCS&THPT Hà Thành,"Số 36A Phạm Văn Đồng, phường Cổ Nhuế 1, quận Bắc Từ Liêm, TP Hà Nội",KV3,
157,01,Hà Nội,10,Quận Bắc Từ Liêm,245,THCS&THPT Newton,"Khu dự án TNR Gold Mark City, phường Phú Diễn, quận Bắc Từ Liêm, TP Hà Nội",KV3,
158,01,Hà Nội,10,Quận Bắc Từ Liêm,272,THPT Tây Đô,"Đường Phú Minh tổ dân phố Phúc Lý 2, phường Minh Khai, quận Bắc Từ Liêm, TP Hà Nội",KV3,
159,01,Hà Nội,10,Quận Bắc Từ Liêm,298,THPT Nguyễn Huệ,"Khu đô thị Nam Cường, ngõ 234 Hoàng Quốc Việt, quận Bắc Từ Liêm, TP Hà Nội",KV3,
160,01,Hà Nội,10,Quận Bắc Từ Liêm,309,THCS và THPT Dewey,"Tầng 1,3,4,5 Tòa A, toà B, C thuộc ô đất H3-LC khu đô thi tây hồ Tây, phường Xuân Tảo, quận Bắc Từ Liêm",KV3,
161,01,Hà Nội,10,Quận Bắc Từ Liêm,311,THPT Tây Hà Nội,"Tổ dân phố 12, Phố Kiều Mai, Phương Phúc Diễn, quận Bắc Từ Liêm, TP Hà Nội",KV3,
162,01,Hà Nội,10,Quận Bắc Từ Liêm,313,"TH,THCS và THPT Everest","Khu đô thị mới Nghĩa Đô, ngõ 106 đường Hoàng Quốc Việt, Phường Cổ Nhuế 1, quận Bắc Từ Liêm, TP Hà Nội",KV3,
163,01,Hà Nội,10,Quận Bắc Từ Liêm,321,THPT Lê Thánh Tông (từ 12/2013 đến 9/2015),"Số 154 Phạm Văn Đồng, quận Bắc Từ Liêm- TP Hà Nội",KV3,
164,01,Hà Nội,10,Quận Bắc Từ Liêm,351,THPT Việt Hoàng ( trước 29/12/2023),"Km12 đường Cầu Diễn, phường Phúc Diễn, quận Bắc Từ Liêm, TP Hà Nội",KV3,
165,01,Hà Nội,10,Quận Bắc Từ Liêm,509,Cao đẳng FPT Polytechnic,"Km12 đường Cầu Diễn, phường Phúc Diễn, quận Bắc Từ Liêm, TP Hà Nội",KV3,
166,01,Hà Nội,10,Quận Bắc Từ Liêm,620,CĐ nghề Văn Lang Hà Nội,"Phường Đông Ngạc, Quận Bắc Từ Liêm, TP Hà Nội",KV3,
167,01,Hà Nội,10,Quận Bắc Từ Liêm,634,TC nghề Dân lập Quang Trung,"104 Hoàng Quốc Việt, X. Cổ Nhuế, Quận Bắc Từ Liêm, TP Hà Nội",KV3,
168,01,Hà Nội,10,Quận Bắc Từ Liêm,638,TC nghề Giao thông Công chính Hà Nội,"Phường Minh Khai, Quận Bắc Từ Liêm, TP Hà Nội",KV3,
169,01,Hà Nội,10,Quận Bắc Từ Liêm,640,TC nghề Giao thông Vận tải Thăng Long,"Xóm 1, xã Đông Ngạc, Quận Bắc Từ Liêm, TP Hà Nội",KV3,
170,01,Hà Nội,11,Huyện Thanh Trì,054,THPT Ngọc Hồi,"Xã Ngũ Hiệp, huyện Thanh Trì, TP Hà Nội",KV2,
171,01,Hà Nội,11,Huyện Thanh Trì,057,THPT Ngô Thì Nhậm,"Xã Tả Thanh Oai, huyện Thanh Trì, TP Hà Nội",KV2,
172,01,Hà Nội,11,Huyện Thanh Trì,123,THPT Đông Mỹ,"Xã Đông Mỹ, huyện Thanh Trì, TP Hà Nội",KV2,
173,01,Hà Nội,11,Huyện Thanh Trì,127,THPT Nguyễn Quốc Trinh,"xã Đại Áng, huyện Thanh Trì, thành phố Hà Nội",KV2,
174,01,Hà Nội,11,Huyện Thanh Trì,233,THPT Lê Thánh Tông,"Thôn Việt Yên, xã Ngũ Hiệp, huyện Thanh Trì, TP Hà Nội",KV2,
175,01,Hà Nội,11,Huyện Thanh Trì,323,THPT Lương Thế Vinh (từ 9/2015 đến 4/2017),"Thôn Yên Xá, xã Tân Triều, huyện Thanh Trì, TP Hà Nội",KV2,
176,01,Hà Nội,11,Huyện Thanh Trì,426,GDNN-GDTX huyện Thanh Trì,"Km 2,5 đường Phan Trọng Tuệ, Xã Thanh Liệt, Huyện Thanh Trì, TP Hà Nội",KV2,
177,01,Hà Nội,11,Huyện Thanh Trì,448,GDTX Đông Mỹ,Xã Đông Mỹ- Huyện Thanh Trì- TP Hà Nội,KV2,
178,01,Hà Nội,11,Huyện Thanh Trì,465,GDTX Thanh Trì,"Km 2,5 đường Phan Trọng Tuệ- Xã Thanh Liệt- Huyện Thanh Trì- TP Hà Nội",KV2,
179,01,Hà Nội,11,Huyện Thanh Trì,654,TC nghề số 18,"Huỳnh Cung, Xã Tam Hiệp, Huyện Thanh trì, TP Hà Nội",KV2,
180,01,Hà Nội,11,Huyện Thanh Trì,657,TC nghề T thục Formach,"Thị trấn Văn Điển, Huyện Thanh trì, TP Hà Nội",KV2,
181,01,Hà Nội,12,Huyện Gia Lâm,005,THPT Cao Bá Quát-Gia Lâm,"Số 57 đường Cổ Bi, Xã Cổ Bi, Huyện Gia Lâm, TP Hà Nội",KV2,
182,01,Hà Nội,12,Huyện Gia Lâm,019,THPT Dương Xá,"Xã Dương Xá, huyện Gia Lâm, TP Hà Nội",KV2,
183,01,Hà Nội,12,Huyện Gia Lâm,064,THPT Nguyễn Văn Cừ,"Thôn Thuận Tốn, xã Đa Tốn, huyện Gia Lâm, TP Hà Nội",KV2,
184,01,Hà Nội,12,Huyện Gia Lâm,119,THPT Yên Viên,"Thị trấn Yên Viên, huyện Gia Lâm, TP Hà Nội",KV2,
185,01,Hà Nội,12,Huyện Gia Lâm,205,THPT Bắc Đuống,"Số 133 Đặng Phúc Thông, xã Yên Thường, huyện Gia Lâm, TP Hà Nội",KV2,
186,01,Hà Nội,12,Huyện Gia Lâm,232,THPT Lê Ngọc Hân,"Số 28/622 đường Hà Huy Tập, thị trấn Yên Viên, huyện Gia Lâm, TP Hà Nội",KV2,
187,01,Hà Nội,12,Huyện Gia Lâm,240,THPT Lý Thánh Tông,"Đường Nguyễn Bình, xã Dương Xá, huyện Gia Lâm, TP Hà Nội",KV2,
188,01,Hà Nội,12,Huyện Gia Lâm,276,THPT Tô Hiệu-Gia Lâm,"Số 163 đường Ỷ Lan, xã Phú Sơn, huyện Gia Lâm, TP Hà Nội",KV2,
189,01,Hà Nội,12,Huyện Gia Lâm,304,"TH,THCS&THPT Vinschool Ocean Park","Lô đất B3-TH01, B1-CS01, PT-02, Khu đô thị Gia Lâm, thị trấn Trâu Quỳ, huyện Gia Lâm, TP Hà Nội",KV2,
190,01,Hà Nội,12,Huyện Gia Lâm,314,PT Võ thuật Bảo Long,"Số 447 đường đê Thiên Đức, xã Thiên Đức, huyện Gia Lâm, TP Hà Nội",KV2,
191,01,Hà Nội,12,Huyện Gia Lâm,417,GDNN-GDTX huyện Gia Lâm,"Số 6, đường Cổ Bi, xã Cổ Bi, huyện Gia Lâm, TP Hà Nội",KV2,
192,01,Hà Nội,12,Huyện Gia Lâm,446,GDTX Đình Xuyên,"xã Đình Xuyên, huyện Gia Lâm, TP Hà Nội",KV2,
193,01,Hà Nội,12,Huyện Gia Lâm,457,GDTX Phú Thị,Xã Đặng Xá- Huyện Gia Lâm- TP Hà Nội,KV2,
194,01,Hà Nội,12,Huyện Gia Lâm,615,CĐ nghề Kỹ thuật Mỹ nghệ Việt Nam,"Xã Dương Xá, Huyện Gia Lâm, TP Hà Nội",KV2,
195,01,Hà Nội,12,Huyện Gia Lâm,624,TC nghề Cơ khí xây dựng,"Số 73 Đường Cổ Bi, xã Cổ Bi, Huyện Gia Lâm, TP Hà Nội",KV2,
196,01,Hà Nội,13,Huyện Đông Anh,003,THPT Bắc Thăng Long,"Thôn Bầu, Xã Kim Chung, Huyện Đông Anh, TP Hà Nội",KV2,
197,01,Hà Nội,13,Huyện Đông Anh,017,THPT Cổ Loa,"Đường Đông Hội, xã Đông Hội, huyện Đông Anh, TP Hà Nội",KV2,
198,01,Hà Nội,13,Huyện Đông Anh,025,THPT Đông Anh,"Tổ 9, thị trấn Đông Anh, huyện Đông Anh, TP Hà Nội",KV2,
199,01,Hà Nội,13,Huyện Đông Anh,043,THPT Liên Hà,"Thôn Lỗ Khê, xã Liên Hà, huyện Đông Anh, TP Hà Nội",KV2,
200,01,Hà Nội,13,Huyện Đông Anh,109,THPT Vân Nội,"Thôn Ba Chữ, xã Vân Nội, huyện Đông Anh, TP Hà Nội",KV2,
201,01,Hà Nội,13,Huyện Đông Anh,202,THPT An Dương Vương,"Tổ 12, Thị trấn Đông Anh, huyện Đông Anh, TP Hà Nội",KV2,
202,01,Hà Nội,13,Huyện Đông Anh,246,THPT Ngô Quyền-Đông Anh,"Thôn Vĩnh Thanh, xã Vĩnh Ngọc, huyện Đông Anh, TP Hà Nội",KV2,
203,01,Hà Nội,13,Huyện Đông Anh,248,"TH,THCS&THPT Chu Văn An","Xã Kim Chung, huyện Đông Anh, TP Hà Nội",KV2,
204,01,Hà Nội,13,Huyện Đông Anh,264,THPT Phạm Ngũ Lão,"Thôn Đìa, xã Nam Hồng, huyện Đông Anh, TP Hà Nội",KV2,
205,01,Hà Nội,13,Huyện Đông Anh,291,THPT Lê Hồng Phong,"Xã Đông Hội, huyện Đông Anh, TP Hà Nội",KV2,
206,01,Hà Nội,13,Huyện Đông Anh,299,THPT Kinh Đô,"Thôn Ngoài, xã Uy Nỗ, huyện Đông Anh, TP Hà Nội",KV2,
207,01,Hà Nội,13,Huyện Đông Anh,306,"TH,THCS&THPT Archimedes Đông Anh","Ô đất I-F1, khu đấu giá quyền sử dụng đất phía Bắc đường 23B, xã Tiên Dương, huyện Đông Anh, TP Hà Nội",KV2,
208,01,Hà Nội,13,Huyện Đông Anh,340,THPT Hoàng Long (trước 7/2016),"Xã Kim Nỗ, huyện Đông Anh, TP Hà Nội",KV2,
209,01,Hà Nội,13,Huyện Đông Anh,346,THPT Ngô Tất Tố,"Xã Kim Chung, huyện Đông Anh, TP Hà Nội",KV2,
210,01,Hà Nội,13,Huyện Đông Anh,416,GDNN-GDTX huyện Đông Anh,"Xã Uy Nỗ, huyện Đông Anh, TP Hà Nội",KV2,
211,01,Hà Nội,13,Huyện Đông Anh,447,GDTX Đông Anh,"Xã Uy Nỗ, huyện Đông Anh, TP Hà Nội",KV2,
212,01,Hà Nội,13,Huyện Đông Anh,614,CĐ nghề Kỹ thuật Công nghệ,"Tổ 59, Thị trấn Đông Anh, Huyện Đông Anh, TP Hà Nội",KV2,
213,01,Hà Nội,13,Huyện Đông Anh,618,CĐ nghề Thăng Long,"Tổ 45, TT Đông Anh, Huyện Đông Anh, TP Hà Nội",KV2,
214,01,Hà Nội,13,Huyện Đông Anh,623,TC nghề Cơ khí 1 Hà Nội,"Số 28 tổ 47, Thị trấn Đông Anh, Huyện Đông Anh, TP Hà Nội",KV2,
215,01,Hà Nội,14,Huyện Sóc Sơn,020,THPT Đa Phúc,"Số 29 đường Núi Đôi, Thị trấn Sóc Sơn, huyện Sóc Sơn, TP Hà Nội",KV2,
216,01,Hà Nội,14,Huyện Sóc Sơn,037,THPT Kim Anh,"Thôn Kim Anh, xã Thanh Xuân, huyện Sóc Sơn, TP Hà Nội",KV2,
217,01,Hà Nội,14,Huyện Sóc Sơn,049,THPT Minh Phú,"Km9+500, quốc lộ 35, xã Minh Phú, huyện Sóc Sơn, TP Hà Nội",KV2,
218,01,Hà Nội,14,Huyện Sóc Sơn,078,THPT Sóc Sơn,"Km số 1 Quốc lộ 2, xã Phù Lỗ, huyện Sóc Sơn, TP Hà Nội",KV2,
219,01,Hà Nội,14,Huyện Sóc Sơn,100,THPT Trung Giã,"Phố Nỉ, xã Trung Giã, huyện Sóc Sơn, TP Hà Nội",KV2,
220,01,Hà Nội,14,Huyện Sóc Sơn,114,THPT Xuân Giang,"Khu Thá, xã Xuân Giang, huyện Sóc Sơn, TP Hà Nội",KV2,
221,01,Hà Nội,14,Huyện Sóc Sơn,209,THPT Đặng Thai Mai,"Thôn 4, xã Hồng Kỳ, huyện Sóc Sơn, TP Hà Nội",KV2,
222,01,Hà Nội,14,Huyện Sóc Sơn,230,THPT Lam Hồng,"Khối 5, xã Phù Lỗ, huyện Sóc Sơn, TP Hà Nội",KV2,
223,01,Hà Nội,14,Huyện Sóc Sơn,231,THPT Lạc Long Quân,"Ngõ 84 đường Núi Đôi, Thị trấn Sóc Sơn, huyện Sóc Sơn, TP Hà Nội",KV2,
224,01,Hà Nội,14,Huyện Sóc Sơn,243,THPT Mạc Đĩnh Chi,"Số 128 Phố Kim Anh, xã Thanh Xuân, huyện Sóc Sơn, TP Hà Nội",KV2,
225,01,Hà Nội,14,Huyện Sóc Sơn,244,THPT Minh Trí,"Thôn Thắng Trí, xã Minh Trí, huyện Sóc Sơn, TP Hà Nội",KV2,
226,01,Hà Nội,14,Huyện Sóc Sơn,339,THPT DL Nguyễn Thượng Hiền (trước 10/2017),"Xã Phú Minh, huyện Sóc Sơn, TP Hà Nội",KV2,
227,01,Hà Nội,14,Huyện Sóc Sơn,341,THPT DL Phùng Khắc Khoan (Trước 7/2017),"Xã Minh Phú, huyện Sóc Sơn, TP Hà Nội",KV2,
228,01,Hà Nội,14,Huyện Sóc Sơn,424,GDNN-GDTX huyện Sóc Sơn,"Thôn Miếu Thờ, xã Tiên Dược, huyện Sóc Sơn, TP Hà Nội",KV2,
229,01,Hà Nội,14,Huyện Sóc Sơn,461,GDTX Sóc Sơn,Xã Tiên Dược- Huyện Sóc Sơn- TP Hà Nội,KV2,
230,01,Hà Nội,14,Huyện Sóc Sơn,607,CĐ nghề điện,"Xã Tân Dân, Huyện Sóc Sơn, TP Hà Nội",KV2,
231,01,Hà Nội,14,Huyện Sóc Sơn,628,TC nghề Công trình I,"Xã Tân Dân, Huyện Sóc Sơn, TP Hà Nội",KV2,
232,01,Hà Nội,14,Huyện Sóc Sơn,630,TC nghề Dân lập Cờ Đỏ,"Thôn Bình An, xã Trung Giã, Huyện Sóc Sơn, TP Hà Nội",KV2,
233,01,Hà Nội,15,Quận Hà Đông,012,THPT chuyên Nguyễn Huệ,"Số 560B đường Quang Trung, phường La Khê, quận Hà Đông, TP Hà Nội",KV3,
234,01,Hà Nội,15,Quận Hà Đông,040,THPT Lê Lợi,"Số 72 Phố Bà Triệu, phường Nguyễn Trãi, quận Hà Đông, TP Hà Nội",KV3,
235,01,Hà Nội,15,Quận Hà Đông,042,THPT Lê Quý Đôn-Hà Đông,"Số 4 Phố Nhuệ Giang, phường Nguyễn Trãi, quận Hà Đông, TP Hà Nội",KV3,
236,01,Hà Nội,15,Quận Hà Đông,075,THPT Quang Trung-Hà Đông,"Ngõ 2 đường Quang Trung, phường Quang Trung, quận Hà Đông, TP Hà Nội",KV3,
237,01,Hà Nội,15,Quận Hà Đông,095,THPT Trần Hưng Đạo-Hà Đông,"Số 157, phố Xốm, phường Phú Lãm, quận Hà Đông, TP Hà Nội",KV3,
238,01,Hà Nội,15,Quận Hà Đông,217,THPT Hà Đông,"Khu đô thị Mộ Lao, phường Mộ Lao, quận Hà Đông, TP Hà Nội",KV3,
239,01,Hà Nội,15,Quận Hà Đông,225,THPT H.A.S,"C35-NT3, Khu C, Khu đô thị mới Lê Trọng Tấn-Geleximco, phường Dương Nội, quận Hà Đông, TP Hà Nội",KV3,
240,01,Hà Nội,15,Quận Hà Đông,261,THPT Phan Bội Châu,"Lô NT1 khu đô thi Văn Quán, phường Phúc La, quận Hà Đông, TP Hà Nội",KV3,
241,01,Hà Nội,15,Quận Hà Đông,269,PT Quốc Tế Việt Nam,"Khu đô thị mới Dương Nội, phường Dương Nội, quận Hà Đông, TP Hà Nội",KV3,
242,01,Hà Nội,15,Quận Hà Đông,275,THPT Tô Hiến Thành,"42 Lương Ngọc Quyến, phường Văn Quán, quận Hà Đông, TP Hà Nội",KV3,
243,01,Hà Nội,15,Quận Hà Đông,288,THPT Xa La,"Số 1 dãy 5 lô 3 Khu Đô thị Xa La, phường Phúc La, quận Hà Đông, TP Hà Nội",KV3,
244,01,Hà Nội,15,Quận Hà Đông,290,THPT Ban Mai,"Lô TH4 khu đô thị Văn Phú, phường Phú La, quận Hà Đông, Hà Nội",KV3,
245,01,Hà Nội,15,Quận Hà Đông,292,THPT Ngô Gia Tự,"Ngõ 2 Xa La, phường Phúc La, quận Hà Đông, TP Hà Nội",KV3,
246,01,Hà Nội,15,Quận Hà Đông,307,THCS&THPT Marie Curie -Hà Đông,"TH3, KĐT Văn Phú, phường Phú La, quận Hà Đông, TP Hà Nội",KV3,
247,01,Hà Nội,15,Quận Hà Đông,308,"TH,THCS và THPT Quốc tế Nhật Bản","số 84A Nguyễn Thanh Bình, phường Vạn Phúc, quận Hà Đông, TP Hà Nội",KV3,
248,01,Hà Nội,15,Quận Hà Đông,315,THPT Lê Hồng Phong,"Số 69 phố Tố Hữu, phường Vạn Phúc, quận Hà Đông, TP Hà Nội",KV3,
249,01,Hà Nội,15,Quận Hà Đông,324,PT Phùng Hưng (trước 9/2016),"Ngõ 2 Xa La, phường Phúc La, quận Hà Đông - Hà Nội",KV3,
250,01,Hà Nội,15,Quận Hà Đông,404,GDNN-GDTX quận Hà Đông,"Số 23 Bùi Bằng Đoàn, phường Nguyễn Trãi, quận Hà Đông, TP Hà Nội",KV3,
251,01,Hà Nội,15,Quận Hà Đông,451,GDTX Hà Tây,Số 23 Bùi Bằng Đoàn- Quận Hà Đông- TP Hà Nội,KV3,
252,01,Hà Nội,15,Quận Hà Đông,635,TC nghề Đào tạo nhân lực Vinaconex,"Xã Đồng Mai, Quận Hà Đông, TP Hà Nội",KV3,
253,01,Hà Nội,15,Quận Hà Đông,660,TC nghề Tổng hợp Hà Nội,"Số 21 Phố Bùi Bằng Đoàn, Quận Hà Đông, TP Hà Nội",KV3,
254,01,Hà Nội,16,Thị xã Sơn Tây,036,Hữu Nghị 80,"Số 109, đường Đền Và, phường Trung Hưng, thị xã Sơn Tây, TP Hà Nội",KV2,DTNT
255,01,Hà Nội,16,Thị xã Sơn Tây,079,THPT chuyên Sơn Tây,"Số 57 đường Đền Và, phường Trung Hưng, thị xã Sơn Tây, TP Hà Nội",KV2,
256,01,Hà Nội,16,Thị xã Sơn Tây,103,THPT Tùng Thiện,"Số 20 Phố Tùng Thiện, phường Sơn Lộc, thị xã Sơn Tây, TP Hà Nội",KV2,
257,01,Hà Nội,16,Thị xã Sơn Tây,115,THPT Xuân Khanh,"Số 175, đường Đá Bạc, phường Xuân Khanh, thị xã Sơn Tây, TP Hà Nội",KV2,
258,01,Hà Nội,16,Thị xã Sơn Tây,153,THPT Sơn Tây (trước 01/2025),"Số 57 đường Đền Và, phường Trung Hưng, thị xã Sơn Tây, TP Hà Nội",KV2,
259,01,Hà Nội,16,Thị xã Sơn Tây,337,PT Võ Thuật Bảo Long,"xã Cổ Đông, thị xã Sơn Tây, TP Hà Nội",KV2,
260,01,Hà Nội,16,Thị xã Sơn Tây,344,THPT Nguyễn Tất Thành-Sơn Tây (Trước 3/2019),"Số 35 phố Chùa Thông, thị xã Sơn Tây, TP Hà Nội",KV2,
261,01,Hà Nội,16,Thị xã Sơn Tây,412,GDNN-GDTX thị xã Sơn Tây,"Số 129 Phố Hàng, phường Phú Thịnh, thị xã Sơn Tây, TP Hà Nội",KV2,
262,01,Hà Nội,16,Thị xã Sơn Tây,462,GDTX Sơn Tây,"Số 129 đường Phú Thịnh, Phường Phú Thịnh- Thị xã Sơn Tây- TP Hà Nội",KV2,
263,01,Hà Nội,16,Thị xã Sơn Tây,656,TC nghề Sơn Tây,"Thanh Mỹ, Thị xã Sơn Tây, TP Hà Nội",KV2,
264,01,Hà Nội,16,Thị xã Sơn Tây,658,TC nghề Thăng Long,"Số 46 phường Sơn Lộc, Thị xã Sơn Tây, TP Hà Nội",KV2,
265,01,Hà Nội,17,Huyện Ba Vì,001,THPT Ba Vì,"Thôn 7, xã Ba Trại, Huyện Ba Vì, TP Hà Nội",KV1,
266,01,Hà Nội,17,Huyện Ba Vì,004,THPT Bất Bạt,"Thôn Khê Thượng, Xã Sơn Đà, Huyện Ba Vì, TP Hà Nội",KV2,
267,01,Hà Nội,17,Huyện Ba Vì,018,PT Dân tộc nội trú,"Thôn 7, xã Ba Trại, huyện Ba Vì, TP Hà Nội",KV1,DTNT
268,01,Hà Nội,17,Huyện Ba Vì,056,THPT Ngô Quyền-Ba Vì,"Xã Vạn Thắng, huyện Ba Vì, TP Hà Nội",KV2,
269,01,Hà Nội,17,Huyện Ba Vì,076,THPT Quảng Oai,"Số 288 đường Quảng Oai, thị trấn Tây Đằng, huyện Ba Vì, TP Hà Nội",KV2,
270,01,Hà Nội,17,Huyện Ba Vì,120,THPT Minh Quang,"Thôn Lặt, xã Minh Quang, huyện Ba Vì, TP Hà Nội",KV1,
271,01,Hà Nội,17,Huyện Ba Vì,149,THPT Ba Vì (trước 4/2017),"Thôn 7, xã Ba Trại, huyện Ba Vì, TP Hà Nội",KV1,
272,01,Hà Nội,17,Huyện Ba Vì,150,PT Dân tộc nội trú (trước 4/2017),"Thôn 7, xã Ba Trại, huyện Ba Vì, TP Hà Nội",KV1,DTNT
273,01,Hà Nội,17,Huyện Ba Vì,151,THPT Minh Quang (trước 4/2017),"Thôn Lặt, xã Minh Quang, huyện Ba Vì, TP Hà Nội",KV1,
274,01,Hà Nội,17,Huyện Ba Vì,237,THPT Lương Thế Vinh-Ba Vì,"Thôn Vật Phụ, xã Vật Lại, huyện Ba Vì, TP Hà Nội",KV2,
275,01,Hà Nội,17,Huyện Ba Vì,278,THPT Trần Phú-Ba Vì,"Số 03 - Ngõ 107 - Đường Quảng Oai - Thị trấn Tây Đằng, huyện Ba Vì, TP Hà Nội",KV2,
276,01,Hà Nội,17,Huyện Ba Vì,413,GDNN-GDTX huyện Ba Vì,"Quốc lộ 32 thôn Vật Phụ, xã Vật Lại, huyện Ba Vì, TP Hà Nội",KV2,
277,01,Hà Nội,17,Huyện Ba Vì,442,GDTX Ba Vì,"Xã Vật Lại, huyện Ba Vì, TP Hà Nội",KV2,
278,01,Hà Nội,17,Huyện Ba Vì,609,CĐ nghề Giao thông vận tải Trung ương I,"Xã Thụy An, Huyện Ba Vì, TP Hà Nội",KV2,
279,01,Hà Nội,18,Huyện Phúc Thọ,035,Hữu Nghị T78,"Xã Tích Lộc, huyện Phúc Thọ, TP Hà Nội",KV2,DTNT
280,01,Hà Nội,18,Huyện Phúc Thọ,055,THPT Ngọc Tảo,"Thôn 8, Xã Ngọc Tảo, xã Ngọc Tảo, huyện Phúc Thọ, TP Hà Nội",KV2,
281,01,Hà Nội,18,Huyện Phúc Thọ,072,THPT Phúc Thọ,"Xã Võng Xuyên, huyện Phúc Thọ, TP Hà Nội",KV2,
282,01,Hà Nội,18,Huyện Phúc Thọ,108,THPT Vân Cốc,"Xã Nam Hà, huyện Phúc Thọ, TP Hà Nội",KV2,
283,01,Hà Nội,18,Huyện Phúc Thọ,227,PT Hồng Đức,"Thôn Tây, xã Phụng Thượng, huyện Phúc Thọ, TP Hà Nội",KV2,
284,01,Hà Nội,18,Huyện Phúc Thọ,422,GDNN-GDTX huyện Phúc Thọ,"Số 19, thôn Phúc Xuyên, xã Võng Xuyên, huyện Phúc Thọ, TP Hà Nội",KV2,
285,01,Hà Nội,18,Huyện Phúc Thọ,459,GDTX Phúc Thọ,Xã Võng Xuyên- Huyện Phúc Thọ- TP Hà Nội,KV2,
286,01,Hà Nội,19,Huyện Thạch Thất,002,THPT Bắc Lương Sơn,"Thôn 2, Xã Yên Bình, Huyện Thạch Thất, TP Hà Nội",KV1,
287,01,Hà Nội,19,Huyện Thạch Thất,028,THPT Hai Bà Trưng-Thạch Thất,"Thôn Mục Uyên 1, xã Tân Xã, huyện Thạch Thất, TP Hà Nội",KV2,
288,01,Hà Nội,19,Huyện Thạch Thất,069,THPT Phùng Khắc Khoan-Thạch Thất,"Thôn Bình Xá, xã Quang Trung, huyện Thạch Thất, TP Hà Nội",KV2,
289,01,Hà Nội,19,Huyện Thạch Thất,086,THPT Thạch Thất,"Số 120 đường 420, xã Kim Quan, huyện Thạch Thất, TP Hà Nội",KV2,
290,01,Hà Nội,19,Huyện Thạch Thất,122,THPT Khoa học Giáo dục,"Nhà HT2, Khu Đô thị Đại học Quốc gia Hà Nội, Xã Thạch Hòa, huyện Thạch Thất, TP Hà Nội",KV2,
291,01,Hà Nội,19,Huyện Thạch Thất,133,THPT Minh Hà,"Thôn 4, Xã Lam Sơn, huyện Thạch Thất, TP Hà Nội",KV2,
292,01,Hà Nội,19,Huyện Thạch Thất,216,THPT FPT,"Km29 Đại lộ Thăng Long Khu Công nghệ cao Hòa Lạc, xã Thạch Hòa, huyện Thạch Thất, TP Hà Nội",KV2,
293,01,Hà Nội,19,Huyện Thạch Thất,263,THPT Phan Huy Chú-Thạch Thất,"Xã Quang Trung, huyện Thạch Thất, TP Hà Nội",KV2,
294,01,Hà Nội,19,Huyện Thạch Thất,303,THCS&THPT TH School Hòa Lạc,"Khu dịch vụ tổng hợp 1, Khu công nghệ cao Hòa Lạc, huyện Thạch Thất, TP Hà Nội",KV2,
295,01,Hà Nội,19,Huyện Thạch Thất,427,GDNN-GDTX huyện Thạch Thất,"Số 226, đường 419, tổ dân phố Đồng Cam, thị trấn Liên Quan, huyện Thạch Thất, TP Hà Nội",KV2,
296,01,Hà Nội,19,Huyện Thạch Thất,467,GDTX Thạch Thất,"Thị trấn Liên Quan, huyện Thạch Thất, TP Hà Nội",KV2,
297,01,Hà Nội,19,Huyện Thạch Thất,650,TC nghề Phùng Khắc Khoan,"Thạch Xá, Huyện Thạch Thất, TP Hà Nội",KV2,
